,ID,ID_ORIGINAL,Gender,Portuguese_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,JournalReader,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Household_Income
6304,7304,461953,Male,Yes,33,No,Average,2.0,0,2.0,Private company,Some involvement,No,City,20871
6305,7305,467203,Female,Yes,36,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,13305
6306,7306,466999,Male,No,27,Yes,High,3.0,0,1.0,Private company,Some involvement,No,City,8261
6307,7307,466147,Female,Yes,52,No,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
6308,7308,459224,Female,Yes,48,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
6309,7309,459711,Male,Yes,37,No,Average,6.0,0,1.0,Public company,Strong involvement,No,City,18349
6310,7310,460436,Female,No,51,No,High,1.0,0,6.0,Private company,No involvement,No,City,8261
6311,7311,462283,Male,No,25,No,High,5.0,0,1.0,Private company,Some involvement,No,City,12044
6312,7312,467100,Female,No,42,Yes,Low,1.0,1,5.0,Private company,Unknown,Yes,City,7000
6313,7313,466978,Male,No,48,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,12044
6314,7314,459001,Female,No,20,No,Low,4.0,1,1.0,Student,Strong involvement,No,City,7000
6315,7315,465265,Female,Yes,56,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,9522
6316,7316,460560,Female,Yes,57,Yes,Average,2.0,1,3.0,Nothing,Strong involvement,Yes,City,18349
6317,7317,464259,Male,Yes,59,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
6318,7318,461299,Female,Yes,76,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,8261
6319,7319,460927,Male,Yes,38,Yes,Average,4.0,0,1.0,Private company,Some involvement,Yes,City,8261
6320,7320,461107,Male,No,21,No,High,6.0,0,1.0,Private company,Some involvement,Yes,City,7000
6321,7321,467735,Male,No,26,Yes,High,2.0,0,2.0,Government,Strong involvement,No,City,8261
6322,7322,460952,Male,Yes,38,No,Low,5.0,0,1.0,Government,Strong involvement,No,City,7000
6323,7323,460888,Male,Yes,42,No,High,1.0,0,5.0,Nothing,Strong involvement,No,City,17088
6324,7324,460135,Female,No,31,Yes,Low,3.0,1,2.0,Private company,Some involvement,No,City,12044
6325,7325,459732,Male,Yes,72,Yes,Average,5.0,0,2.0,Public company,Strong involvement,No,City,8261
6326,7326,466595,Male,Yes,86,Yes,High,2.0,1,5.0,Public company,Strong involvement,No,City,8261
6327,7327,459567,Male,Yes,48,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,8261
6328,7328,463979,Female,Yes,48,Yes,High,2.0,1,3.0,Nothing,Strong involvement,Yes,City,8261
6329,7329,466224,Female,No,38,Yes,Low,1.0,1,4.0,Private company,Some involvement,Yes,City,7000
6330,7330,460650,Female,,20,No,High,1.0,0,2.0,Nothing,Strong involvement,Yes,Country-side,23393
6331,7331,466583,Female,Yes,38,Yes,Low,2.0,0,2.0,Government,Strong involvement,No,City,7000
6332,7332,463240,Female,Yes,53,No,Low,3.0,0,2.0,Private company,Strong involvement,No,City,7000
6333,7333,464735,Female,No,38,Yes,High,3.0,0,2.0,Student,Strong involvement,Yes,Country-side,17088
6334,7334,467112,Male,No,43,Yes,Low,2.0,1,3.0,Private company,Unknown,Yes,City,8261
6335,7335,464874,Female,Yes,47,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,Country-side,7000
6336,7336,464379,Female,Yes,40,Yes,Average,3.0,1,2.0,Private company,Strong involvement,No,City,22132
6337,7337,459561,Male,No,31,No,High,3.0,0,2.0,Private company,Some involvement,Yes,Country-side,7000
6338,7338,465166,Male,No,25,Yes,High,5.0,0,1.0,Private company,Some involvement,Yes,Country-side,12044
6339,7339,463832,Female,No,32,No,High,,0,,Student,Strong involvement,No,City,7000
6340,7340,463479,Male,No,30,No,High,2.0,0,2.0,Public company,Strong involvement,No,City,8261
6341,7341,462589,Female,No,28,No,High,8.0,0,1.0,Private company,Strong involvement,Yes,Country-side,17088
6342,7342,462834,Male,Yes,30,Yes,High,2.0,0,2.0,Nothing,Strong involvement,Yes,City,10783
6343,7343,459916,Male,No,36,Yes,Low,1.0,1,4.0,Private company,Unknown,Yes,City,7000
6344,7344,459616,Female,No,21,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,7000
6345,7345,461329,Male,Yes,53,Yes,High,4.0,1,2.0,Public company,Strong involvement,No,City,8261
6346,7346,466037,Female,No,53,No,High,1.0,0,6.0,Private company,No involvement,Yes,Country-side,8261
6347,7347,464941,Female,No,28,No,High,4.0,0,1.0,Private company,Some involvement,Yes,Country-side,7000
6348,7348,464538,Male,No,19,No,High,,0,,Private company,Some involvement,Yes,City,7000
6349,7349,464133,Male,Yes,73,No,High,1.0,0,8.0,Nothing,Strong involvement,No,City,9522
6350,7350,462723,Female,Yes,46,No,Average,2.0,1,3.0,Private company,Unknown,No,City,17088
6351,7351,466510,Male,No,51,Yes,High,1.0,0,6.0,Private company,Unknown,No,City,14566
6352,7352,467919,Female,Yes,47,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,15827
6353,7353,466988,Female,No,72,Yes,Low,,1,,Self-employed,Strong involvement,No,City,7000
6354,7354,460564,Female,Yes,28,,Average,3.0,1,1.0,Nothing,Strong involvement,Yes,City,14566
6355,7355,467148,Male,No,28,Yes,High,1.0,0,3.0,Private company,Unknown,No,City,7000
6356,7356,463818,Female,Yes,40,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,9522
6357,7357,463755,Female,Yes,63,No,High,2.0,1,4.0,Private company,Unknown,No,City,7000
6358,7358,464577,Female,Yes,28,Yes,Average,2.0,0,2.0,Private company,Some involvement,No,City,19610
6359,7359,466961,Female,Yes,55,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,9522
6360,7360,463476,Male,Yes,53,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,10783
6361,7361,459963,Female,No,40,Yes,High,1.0,0,4.0,Private company,Strong involvement,Yes,City,18349
6362,7362,460210,Male,No,29,,High,9.0,0,1.0,Private company,No involvement,No,City,17088
6363,7363,462596,Female,No,31,No,High,,0,,Private company,Some involvement,Yes,Country-side,7000
6364,7364,459636,Male,No,30,Yes,High,1.0,0,3.0,Private company,No involvement,No,City,24654
6365,7365,467264,Male,Yes,19,No,High,5.0,1,1.0,Student,Strong involvement,No,City,9522
6366,7366,465169,Female,No,59,Yes,Low,4.0,1,2.0,Government,Strong involvement,No,City,7000
6367,7367,462605,Male,Yes,82,No,Average,2.0,0,5.0,Public company,Strong involvement,Yes,Country-side,8261
6368,7368,459179,Male,Yes,60,No,Average,3.0,1,2.0,Private company,No involvement,No,City,7000
6369,7369,463997,Female,Yes,42,No,Average,3.0,1,2.0,Private company,No involvement,No,City,7000
6370,7370,460716,Male,Yes,52,Yes,Average,4.0,1,2.0,Private company,No involvement,No,City,7000
6371,7371,467466,Female,No,19,No,High,2.0,0,1.0,Government,Strong involvement,Yes,City,14566
6372,7372,467702,Male,Yes,72,Yes,High,1.0,0,8.0,Private company,Unknown,No,City,14566
6373,7373,459421,Male,Yes,29,No,Low,4.0,0,1.0,Private company,Some involvement,No,City,7000
6374,7374,463050,Male,Yes,49,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
6375,7375,465723,Male,No,42,Yes,High,1.0,0,5.0,Private company,Some involvement,Yes,City,18349
6376,7376,466745,Female,Yes,36,Yes,Average,2.0,1,2.0,Nothing,Strong involvement,No,City,7000
6377,7377,463431,Male,Yes,43,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,Country-side,7000
6378,7378,464199,Male,Yes,25,Yes,High,2.0,0,2.0,Private company,Unknown,Yes,City,17088
6379,7379,467402,Female,No,28,Yes,High,4.0,0,1.0,Private company,Unknown,No,City,13305
6380,7380,461198,Female,No,89,Yes,High,1.0,0,9.0,Self-employed,Strong involvement,No,City,7000
6381,7381,460435,Female,Yes,48,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,7000
6382,7382,461113,Female,No,23,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,8261
6383,7383,461327,Female,Yes,35,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
6384,7384,463951,Male,Yes,46,No,Low,3.0,0,2.0,Private company,No involvement,No,City,7000
6385,7385,461526,Male,Yes,78,No,High,2.0,0,4.0,Private company,No involvement,No,City,7000
6386,7386,465477,Male,No,31,No,Low,3.0,1,2.0,Private company,Some involvement,Yes,City,8261
6387,7387,461238,Female,Yes,52,Yes,High,1.0,0,6.0,Private company,Unknown,No,City,10783
6388,7388,466414,Male,Yes,66,Yes,High,3.0,0,3.0,Private company,Unknown,No,City,8261
6389,7389,463985,Female,Yes,29,Yes,High,2.0,0,2.0,Private company,Unknown,Yes,City,12044
6390,7390,462449,Male,No,19,No,High,3.0,0,1.0,Private company,Some involvement,No,City,8261
6391,7391,464510,Female,Yes,75,No,Average,2.0,0,4.0,Self-employed,Strong involvement,No,City,7000
6392,7392,465504,Male,No,42,Yes,Low,2.0,1,3.0,Private company,No involvement,No,City,7000
6393,7393,464504,Male,No,29,Yes,High,4.0,0,1.0,Private company,Some involvement,No,City,7000
6394,7394,466611,Male,No,21,No,Low,3.0,1,1.0,Student,Strong involvement,No,City,15827
6395,7395,464306,Male,No,29,Yes,Low,1.0,1,3.0,Private company,Unknown,No,City,10783
6396,7396,465873,Male,No,35,Yes,High,1.0,0,4.0,Private company,No involvement,No,City,23393
6397,7397,465672,Male,No,42,No,High,3.0,0,2.0,Public company,Strong involvement,Yes,Country-side,18349
6398,7398,459884,Male,Yes,80,No,High,1.0,0,8.0,Self-employed,Strong involvement,No,City,17088
6399,7399,463027,Male,Yes,69,Yes,Average,4.0,1,2.0,Public company,Strong involvement,No,City,8261
6400,7400,459010,Female,Yes,48,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,7000
6401,7401,463338,Male,Yes,32,No,High,2.0,0,2.0,Private company,No involvement,Yes,City,8261
6402,7402,466005,Male,No,62,Yes,Low,4.0,1,2.0,Private company,No involvement,Yes,City,8261
6403,7403,465328,Male,Yes,35,No,Average,5.0,0,1.0,Public company,Strong involvement,No,City,7000
6404,7404,467063,Male,Yes,53,Yes,Average,2.0,1,3.0,Private company,No involvement,No,City,8261
6405,7405,462192,Female,No,23,No,High,6.0,0,1.0,Private company,Some involvement,Yes,Country-side,7000
6406,7406,459741,Male,Yes,66,No,High,3.0,1,3.0,Self-employed,Strong involvement,No,City,7000
6407,7407,466640,Female,No,19,No,High,4.0,0,1.0,Student,Strong involvement,No,City,8261
6408,7408,467926,Male,Yes,79,Yes,High,2.0,1,4.0,Private company,Unknown,No,City,7000
6409,7409,467477,Male,Yes,43,Yes,Low,2.0,0,3.0,Private company,Some involvement,No,City,13305
6410,7410,461561,Female,Yes,46,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
6411,7411,461748,Male,No,27,Yes,High,5.0,0,1.0,Private company,Some involvement,No,City,8261
6412,7412,467219,Female,Yes,66,No,Average,2.0,0,4.0,Self-employed,Strong involvement,No,City,7000
6413,7413,464548,Female,Yes,47,No,High,1.0,0,5.0,,,Yes,Country-side,8261
6414,7414,466331,Male,Yes,26,Yes,High,2.0,0,2.0,Student,Strong involvement,Yes,City,7000
6415,7415,466536,Male,No,20,No,High,4.0,0,1.0,Private company,Some involvement,Yes,Country-side,12044
6416,7416,459193,Male,No,38,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,8261
6417,7417,466779,Male,No,22,No,High,2.0,0,2.0,,,Yes,City,9522
6418,7418,465637,Female,No,41,Yes,High,1.0,0,5.0,Private company,Unknown,Yes,Country-side,8261
6419,7419,465440,Male,Yes,62,No,High,5.0,0,2.0,Private company,Strong involvement,No,City,8261
6420,7420,463649,Male,No,22,No,Low,4.0,1,1.0,Government,Strong involvement,No,City,7000
6421,7421,466752,Male,Yes,37,Yes,High,1.0,0,4.0,Private company,Some involvement,No,City,7000
6422,7422,460366,Male,No,28,No,High,5.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
6423,7423,463297,Male,No,27,Yes,High,2.0,0,2.0,Private company,Some involvement,No,City,12044
6424,7424,467491,Male,Yes,47,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
6425,7425,466100,Male,Yes,66,Yes,High,2.0,0,4.0,Public company,Strong involvement,No,City,8261
6426,7426,463760,Female,No,27,No,High,,0,,Government,Strong involvement,,,8261
6427,7427,459778,Male,Yes,48,Yes,Average,4.0,1,2.0,Private company,No involvement,No,City,7000
6428,7428,459648,Female,Yes,42,Yes,High,2.0,1,3.0,Private company,Unknown,No,City,9522
6429,7429,461185,Female,No,22,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,7000
6430,7430,465803,Male,Yes,37,,High,5.0,1,1.0,,,No,City,9522
6431,7431,459932,Female,No,46,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,18349
6432,7432,464521,Male,No,26,No,Low,4.0,1,1.0,Government,Strong involvement,No,City,9522
6433,7433,463516,Male,Yes,47,No,High,6.0,1,1.0,Public company,Strong involvement,No,City,8261
6434,7434,462113,Female,Yes,60,Yes,High,6.0,1,1.0,Private company,Unknown,No,City,17088
6435,7435,461671,Male,No,32,No,High,5.0,0,1.0,Private company,Some involvement,No,City,15827
6436,7436,460092,Male,No,41,Yes,Low,2.0,1,3.0,Government,Strong involvement,No,City,9522
6437,7437,461558,Male,Yes,45,Yes,Average,2.0,1,3.0,Private company,Strong involvement,No,City,9522
6438,7438,464333,Male,Yes,60,Yes,High,3.0,1,2.0,Public company,Strong involvement,No,City,7000
6439,7439,463836,Female,Yes,38,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,7000
6440,7440,465023,Male,Yes,43,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,City,18349
6441,7441,463730,Male,No,20,No,High,2.0,0,1.0,,,No,City,9522
6442,7442,462660,Female,Yes,27,No,Low,2.0,0,2.0,Nothing,Strong involvement,No,City,18349
6443,7443,461215,Female,No,36,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,23393
6444,7444,460315,Female,No,40,No,High,6.0,0,1.0,Government,Strong involvement,Yes,City,24654
6445,7445,462081,Male,No,22,No,High,3.0,0,1.0,Student,Strong involvement,Yes,Country-side,7000
6446,7446,467279,Female,No,25,Yes,High,3.0,0,1.0,Private company,No involvement,No,City,17088
6447,7447,467589,Male,No,33,No,High,1.0,0,4.0,Private company,No involvement,No,City,8261
6448,7448,459579,Female,Yes,40,Yes,Average,5.0,1,1.0,Private company,Unknown,Yes,Country-side,12044
6449,7449,462623,Male,No,35,No,High,1.0,0,4.0,Private company,Some involvement,Yes,Country-side,7000
6450,7450,459073,Female,No,26,Yes,Low,3.0,1,1.0,Private company,Some involvement,No,City,7000
6451,7451,461946,Male,No,31,Yes,Low,3.0,1,2.0,Private company,Some involvement,No,City,8261
6452,7452,462170,Male,Yes,73,No,Average,3.0,0,3.0,Public company,Strong involvement,No,City,7000
6453,7453,463051,Female,No,42,Yes,High,1.0,0,5.0,Nothing,Strong involvement,No,City,19610
6454,7454,460036,Male,Yes,40,Yes,High,1.0,0,4.0,,,No,City,10783
6455,7455,465162,Male,Yes,58,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
6456,7456,462412,Male,Yes,71,No,Low,5.0,1,2.0,Private company,Unknown,No,City,8261
6457,7457,465844,Female,No,46,Yes,High,1.0,0,5.0,Private company,Strong involvement,No,City,7000
6458,7458,467572,Male,Yes,63,Yes,Low,4.0,0,2.0,Private company,Unknown,No,City,8261
6459,7459,460949,Male,Yes,40,Yes,High,5.0,0,1.0,Government,Strong involvement,No,City,8261
6460,7460,463383,Male,Yes,41,No,Average,3.0,0,2.0,Public company,Strong involvement,Yes,Country-side,14566
6461,7461,463995,Female,No,33,Yes,Low,5.0,1,1.0,Private company,Some involvement,No,City,8261
6462,7462,466336,Male,,23,No,High,4.0,0,1.0,Private company,Some involvement,Yes,Country-side,10783
6463,7463,461206,Male,No,28,Yes,High,1.0,0,3.0,Private company,Some involvement,No,City,18349
6464,7464,460390,Male,No,36,Yes,High,3.0,0,2.0,Private company,Unknown,No,City,18349
6465,7465,464331,Female,No,53,Yes,High,1.0,0,6.0,Private company,Strong involvement,No,City,7000
6466,7466,467511,Male,Yes,57,Yes,High,1.0,0,6.0,Private company,No involvement,No,City,7000
6467,7467,460458,Female,No,41,No,High,,0,,Student,Strong involvement,Yes,City,8261
6468,7468,462315,Male,Yes,65,Yes,Average,3.0,1,3.0,Private company,Unknown,No,City,8261
6469,7469,466011,Male,Yes,74,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,Yes,Country-side,8261
6470,7470,465303,Female,Yes,67,Yes,Average,3.0,1,3.0,Private company,Unknown,Yes,City,8261
6471,7471,465211,Male,No,43,No,Low,2.0,1,3.0,Private company,Unknown,No,City,14566
6472,7472,463061,Male,No,33,No,High,3.0,0,2.0,,,Yes,City,13305
6473,7473,466850,Female,No,30,No,High,3.0,0,1.0,Government,Strong involvement,Yes,Country-side,7000
6474,7474,465060,Female,Yes,79,Yes,High,3.0,1,3.0,Self-employed,Strong involvement,No,City,24654
6475,7475,466880,Male,Yes,39,Yes,Average,,1,,Private company,Unknown,No,City,12044
6476,7476,467010,Male,No,26,No,High,,0,,Nothing,Strong involvement,No,City,18349
6477,7477,463497,Male,No,32,Yes,High,5.0,0,1.0,Private company,Unknown,No,City,7000
6478,7478,466380,Male,Yes,36,Yes,High,2.0,0,2.0,Private company,No involvement,No,City,13305
6479,7479,466202,Male,Yes,49,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,18349
6480,7480,461956,Female,No,31,Yes,High,,0,,Private company,Unknown,No,City,9522
6481,7481,465816,Male,Yes,51,No,Low,3.0,0,2.0,Public company,Strong involvement,Yes,Country-side,18349
6482,7482,461005,Male,No,23,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,7000
6483,7483,460407,Female,No,36,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,17088
6484,7484,465468,Female,Yes,37,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,8261
6485,7485,462353,Female,Yes,58,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,8261
6486,7486,463088,Female,Yes,89,Yes,High,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
6487,7487,463381,Male,Yes,36,Yes,Average,4.0,1,1.0,Government,Strong involvement,Yes,City,17088
6488,7488,463480,Female,Yes,27,No,High,2.0,0,2.0,Private company,Some involvement,No,City,7000
6489,7489,461667,Male,Yes,42,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,7000
6490,7490,467883,Female,Yes,48,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
6491,7491,460449,Male,No,31,No,High,1.0,0,4.0,Student,Strong involvement,Yes,City,12044
6492,7492,459079,Male,Yes,84,Yes,Average,2.0,0,5.0,Self-employed,Strong involvement,No,City,7000
6493,7493,466860,Male,No,21,No,Low,5.0,1,1.0,Student,Strong involvement,Yes,City,7000
6494,7494,465027,Male,Yes,41,Yes,Low,2.0,1,3.0,Government,Strong involvement,No,City,7000
6495,7495,462216,Female,Yes,42,No,High,2.0,0,3.0,Government,Strong involvement,Yes,Country-side,8261
6496,7496,459368,Male,Yes,28,No,High,7.0,0,1.0,Public company,Strong involvement,Yes,Country-side,7000
6497,7497,467339,Male,,55,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
6498,7498,465275,Male,No,27,Yes,High,5.0,0,1.0,Private company,Some involvement,No,City,8261
6499,7499,464281,Female,No,39,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,7000
6500,7500,466423,Female,No,42,No,High,1.0,0,5.0,Nothing,Strong involvement,Yes,City,17088
6501,7501,462396,Male,Yes,50,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,7000
6502,7502,459896,Female,Yes,40,Yes,Low,2.0,1,2.0,Private company,Unknown,No,City,18349
6503,7503,466340,Male,No,19,No,High,3.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
6504,7504,459617,Male,No,31,Yes,High,5.0,0,1.0,Private company,No involvement,No,City,7000
6505,7505,466866,Male,Yes,27,No,Low,2.0,0,2.0,Private company,No involvement,No,City,24654
6506,7506,466827,Male,Yes,37,No,Low,4.0,0,1.0,Private company,No involvement,Yes,City,7000
6507,7507,463211,Male,Yes,68,Yes,High,1.0,0,7.0,Self-employed,Strong involvement,Yes,City,17088
6508,7508,461737,Female,Yes,48,Yes,Average,6.0,1,1.0,Government,Strong involvement,Yes,Country-side,8261
6509,7509,461588,Male,No,33,Yes,High,4.0,0,1.0,Student,Strong involvement,Yes,City,7000
6510,7510,463410,Male,Yes,37,No,Average,2.0,1,2.0,Government,Strong involvement,No,City,7000
6511,7511,462054,Male,No,25,Yes,High,,0,,Private company,Some involvement,Yes,Country-side,7000
6512,7512,467243,Male,No,26,Yes,High,3.0,0,1.0,Private company,Some involvement,No,City,8261
6513,7513,461078,Female,No,26,No,High,6.0,0,1.0,Nothing,Strong involvement,Yes,City,7000
6514,7514,461872,Female,Yes,77,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,7000
6515,7515,460474,Female,Yes,40,No,Low,5.0,0,1.0,Nothing,Strong involvement,Yes,Country-side,18349
6516,7516,467346,Male,Yes,37,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
6517,7517,462025,Male,No,20,No,High,3.0,0,1.0,Private company,Some involvement,Yes,Country-side,9522
6518,7518,461345,Male,No,27,No,High,3.0,0,1.0,Government,Strong involvement,No,City,7000
6519,7519,465246,Male,No,21,No,High,5.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
6520,7520,458993,Male,Yes,29,No,High,2.0,0,2.0,Government,Strong involvement,Yes,Country-side,7000
6521,7521,465307,Female,Yes,61,Yes,Average,3.0,1,3.0,Private company,Unknown,Yes,Country-side,7000
6522,7522,462721,Female,Yes,72,No,Average,3.0,0,3.0,Self-employed,Strong involvement,No,City,8261
6523,7523,459947,Female,No,37,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,10783
6524,7524,466341,Male,Yes,48,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,City,7000
6525,7525,461712,Female,Yes,42,Yes,High,2.0,0,3.0,Private company,Unknown,No,City,8261
6526,7526,461586,Male,No,36,Yes,Low,3.0,1,2.0,Private company,Unknown,Yes,City,14566
6527,7527,465371,Female,No,43,Yes,High,1.0,0,5.0,Private company,Unknown,No,City,7000
6528,7528,466575,Female,Yes,57,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,15827
6529,7529,462052,Male,Yes,51,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
6530,7530,460830,Male,Yes,40,No,Average,5.0,1,1.0,Private company,No involvement,Yes,City,9522
6531,7531,464567,Male,No,33,Yes,High,4.0,0,1.0,Private company,Some involvement,Yes,City,17088
6532,7532,465472,Female,Yes,87,No,Average,3.0,0,3.0,Private company,No involvement,No,City,7000
6533,7533,460561,Female,No,39,No,Low,1.0,1,4.0,Private company,Strong involvement,Yes,City,14566
6534,7534,459463,Female,Yes,62,Yes,Average,3.0,1,3.0,Private company,Unknown,No,City,7000
6535,7535,463907,Female,No,33,Yes,High,5.0,0,1.0,Government,Strong involvement,No,City,7000
6536,7536,459114,Male,Yes,57,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
6537,7537,460882,Male,No,22,No,High,2.0,0,2.0,Private company,Some involvement,Yes,City,7000
6538,7538,461498,Female,No,26,No,High,4.0,0,1.0,Government,Strong involvement,Yes,City,8261
6539,7539,463209,Female,No,51,Yes,Low,1.0,1,6.0,Private company,Unknown,No,City,7000
6540,7540,459673,Female,Yes,83,Yes,Low,1.0,1,9.0,Self-employed,Strong involvement,No,City,8261
6541,7541,465870,Male,No,40,Yes,High,2.0,0,2.0,Private company,Unknown,No,City,13305
6542,7542,461740,Male,Yes,80,Yes,Low,1.0,1,8.0,Self-employed,Strong involvement,No,City,8261
6543,7543,459792,Male,Yes,42,Yes,High,3.0,0,2.0,Private company,Unknown,No,City,14566
6544,7544,459776,Male,Yes,75,Yes,High,1.0,0,8.0,Self-employed,Strong involvement,No,City,9522
6545,7545,464238,Male,Yes,87,Yes,Average,2.0,0,5.0,Self-employed,Strong involvement,No,City,7000
6546,7546,460507,Male,No,30,No,High,4.0,0,1.0,Government,Strong involvement,Yes,City,8261
6547,7547,464245,Female,Yes,89,Yes,High,1.0,0,9.0,Self-employed,Strong involvement,No,City,9522
6548,7548,465769,Male,No,25,Yes,High,4.0,0,1.0,Private company,Some involvement,No,City,18349
6549,7549,459093,Female,Yes,39,Yes,Average,2.0,1,2.0,Government,Strong involvement,,,17088
6550,7550,459064,Male,Yes,26,No,Average,4.0,0,1.0,Public company,Strong involvement,No,City,13305
6551,7551,466812,Male,No,31,No,High,1.0,0,4.0,Nothing,Strong involvement,No,City,24654
6552,7552,464266,Male,No,28,No,High,3.0,0,1.0,Government,Strong involvement,No,City,17088
6553,7553,464640,Female,No,28,No,High,5.0,0,1.0,Student,Strong involvement,Yes,Country-side,7000
6554,7554,459171,Male,Yes,40,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,8261
6555,7555,466960,Male,Yes,40,Yes,Low,2.0,1,2.0,Private company,Unknown,No,City,8261
6556,7556,459407,Female,No,37,Yes,High,3.0,0,2.0,Government,Strong involvement,No,City,7000
6557,7557,459302,Female,Yes,57,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,City,7000
6558,7558,466852,Female,No,23,No,Low,4.0,1,1.0,Student,Strong involvement,No,City,12044
6559,7559,463933,Male,Yes,47,No,High,7.0,0,1.0,Public company,Strong involvement,Yes,Country-side,7000
6560,7560,464000,Female,No,32,No,Low,5.0,1,1.0,Private company,Some involvement,Yes,City,7000
6561,7561,463037,Male,Yes,57,Yes,Average,4.0,1,2.0,Private company,No involvement,No,City,8261
6562,7562,461869,Male,Yes,87,Yes,Low,1.0,1,9.0,Self-employed,Strong involvement,No,City,7000
6563,7563,459997,Male,No,43,Yes,High,2.0,0,3.0,Private company,No involvement,Yes,Country-side,8261
6564,7564,461448,Male,Yes,69,Yes,High,3.0,1,3.0,Government,Strong involvement,No,City,7000
6565,7565,461273,Male,Yes,73,Yes,High,4.0,1,2.0,Private company,No involvement,No,City,8261
6566,7566,460119,Male,No,26,Yes,High,4.0,0,1.0,Private company,Some involvement,No,City,7000
6567,7567,462273,Female,No,41,Yes,High,,0,,Private company,No involvement,No,City,8261
6568,7568,464464,Male,No,28,No,Low,4.0,1,1.0,Private company,Some involvement,Yes,City,7000
6569,7569,460503,Male,No,41,Yes,Low,2.0,1,3.0,Private company,No involvement,Yes,City,7000
6570,7570,459913,Female,Yes,51,No,Average,3.0,0,2.0,Private company,Some involvement,Yes,Country-side,7000
6571,7571,465378,Female,Yes,57,Yes,Average,,1,,Private company,Unknown,No,City,12044
6572,7572,460606,Male,No,20,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,7000
6573,7573,463215,Female,Yes,37,Yes,Average,2.0,0,2.0,Private company,Strong involvement,No,City,7000
6574,7574,462625,Male,No,32,Yes,High,3.0,0,2.0,Private company,Unknown,Yes,Country-side,7000
6575,7575,459159,Male,Yes,80,Yes,High,1.0,0,8.0,Self-employed,Strong involvement,No,City,8261
6576,7576,460628,Male,Yes,27,Yes,Low,,1,,Private company,No involvement,Yes,City,7000
6577,7577,461483,Female,No,28,Yes,Low,4.0,1,1.0,Government,Strong involvement,No,City,8261
6578,7578,467630,Male,Yes,85,No,High,1.0,0,9.0,Self-employed,Strong involvement,No,City,7000
